Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,8271.7001953125,8305.900390625,8157.60009765625,8202.599609375,8202.599609375,5950980000
2000-01-05,8100.2001953125,8147.2001953125,8018.60009765625,8119.39990234375,8119.39990234375,9454570000
2000-01-06,8137.0,8186.39990234375,8075.7001953125,8114.2001953125,8114.2001953125,7969010000
2000-01-07,8193.400390625,8430.0,8193.400390625,8429.400390625,8429.400390625,8769310000
2000-01-10,8544.2998046875,8610.7998046875,8509.099609375,8602.5,8602.5,8331700000
2000-01-11,8581.599609375,8634.7001953125,8442.599609375,8442.599609375,8442.599609375,8783690000
2000-01-12,8444.2998046875,8444.2998046875,8327.5,8360.0,8360.0,8540900000
2000-01-13,8423.7001953125,8450.7001953125,8383.2998046875,8417.900390625,8417.900390625,9130050000
2000-01-14,8531.2001953125,8531.2001953125,8357.5,8357.5,8357.5,167440000
2000-01-17,8357.5,8494.5,8357.5,8479.2998046875,8479.2998046875,114170000
2000-01-18,8432.2001953125,8595.099609375,8432.2001953125,8589.7001953125,8589.7001953125,8919620000
2000-01-19,8624.400390625,8689.099609375,8624.400390625,8635.099609375,8635.099609375,8611240000
2000-01-20,8697.7001953125,8740.900390625,8677.400390625,8682.900390625,8682.900390625,8672030000
2000-01-21,8755.599609375,8755.599609375,8634.5,8634.900390625,8634.900390625,8958000000
2000-01-24,8752.099609375,8752.099609375,8453.599609375,8458.7998046875,8458.7998046875,9173520000
2000-01-25,8467.7998046875,8537.599609375,8414.7001953125,8505.5,8505.5,8827880000
2000-01-26,8632.5,8657.599609375,8572.7998046875,8582.599609375,8582.599609375,8269360000
2000-01-27,8675.900390625,8754.2998046875,8562.7001953125,8645.7998046875,8645.7998046875,1575460000
2000-01-28,8588.0,8625.2001953125,8389.2998046875,8390.400390625,8390.400390625,9434020000
2000-01-31,8428.099609375,8512.2001953125,8304.7001953125,8481.099609375,8481.099609375,475170000
2000-02-01,8496.2998046875,8546.900390625,8438.400390625,8535.2998046875,8535.2998046875,7982950000
2000-02-02,8643.2998046875,8796.0,8629.5,8769.5,8769.5,2108600000
2000-02-03,8828.2998046875,8912.2998046875,8770.5,8894.400390625,8894.400390625,9969690000
2000-02-04,9014.0,9269.2998046875,9014.0,9209.2001953125,9209.2001953125,9575200000
2000-02-07,9207.5,9207.5,9117.900390625,9156.0,9156.0,836870000
2000-02-08,9302.2001953125,9309.400390625,9241.900390625,9300.7998046875,9300.7998046875,13260000
2000-02-09,9404.0,9427.900390625,9255.2001953125,9255.2001953125,9255.2001953125,161320000
2000-02-10,9309.599609375,9343.0,9269.7998046875,9321.0,9321.0,8817940000
2000-02-11,9295.5,9295.5,9150.900390625,9156.7001953125,9156.7001953125,9768750000
2000-02-14,9301.400390625,9314.5,9215.099609375,9314.5,9314.5,8305440000
2000-02-15,9338.900390625,9414.5,9239.5,9356.099609375,9356.099609375,20740000
2000-02-16,9295.599609375,9496.099609375,9295.599609375,9428.599609375,9428.599609375,1576450000
2000-02-17,9531.0,9557.599609375,9460.900390625,9463.5,9463.5,1898110000
2000-02-18,9506.2001953125,9506.2001953125,9295.5,9295.5,9295.5,9334290000
2000-02-21,9295.5,9295.5,9228.900390625,9231.2001953125,9231.2001953125,196910000
2000-02-22,9287.599609375,9296.7998046875,9149.2001953125,9194.900390625,9194.900390625,9222350000
2000-02-23,9247.5,9336.0,9209.400390625,9315.0,9315.0,50610000
2000-02-24,9391.7001953125,9391.7001953125,9212.7001953125,9214.2001953125,9214.2001953125,1174810000
2000-02-25,9193.7001953125,9232.7001953125,9133.2001953125,9141.2001953125,9141.2001953125,1576360000
2000-02-28,9199.2001953125,9223.400390625,9051.2998046875,9223.400390625,9223.400390625,8102090000
2000-02-29,9338.400390625,9338.400390625,9129.0,9129.0,9129.0,25010000
2000-03-01,9317.900390625,9451.599609375,9304.7998046875,9411.599609375,9411.599609375,1156500000
2000-03-02,9446.900390625,9542.400390625,9446.900390625,9516.099609375,9516.099609375,2477520000
2000-03-03,9573.099609375,9573.099609375,9462.900390625,9462.900390625,9462.900390625,426510000
2000-03-06,9521.099609375,9633.5,9521.099609375,9580.900390625,9580.900390625,2086100000
2000-03-07,9595.7001953125,9662.099609375,9394.2001953125,9425.5,9425.5,7810000000
2000-03-08,9414.900390625,9415.900390625,9277.400390625,9281.099609375,9281.099609375,621980000
2000-03-09,9330.2998046875,9413.7001953125,9282.900390625,9413.7001953125,9413.7001953125,9432350000
2000-03-10,9479.5,9554.7001953125,9478.0,9487.099609375,9487.099609375,8095990000
2000-03-13,9292.099609375,9500.7998046875,9292.099609375,9461.599609375,9461.599609375,6715870000
2000-03-14,9580.0,9580.0,9393.7998046875,9393.7998046875,9393.7998046875,4143940000
2000-03-15,9392.2998046875,9392.2998046875,9191.900390625,9293.599609375,9293.599609375,1160730000
2000-03-16,9463.7001953125,9571.400390625,9310.900390625,9488.0,9488.0,4556150000
2000-03-17,9597.7001953125,9708.5,9528.7998046875,9528.7998046875,9528.7998046875,1666820000
2000-03-20,9689.2001953125,9707.900390625,9550.599609375,9568.2998046875,9568.2998046875,7254050000
2000-03-21,9500.0,9669.7998046875,9430.7001953125,9651.400390625,9651.400390625,7984260000
2000-03-22,9650.5,9881.7001953125,9620.7001953125,9871.599609375,9871.599609375,8629210000
2000-03-23,9923.400390625,10057.7998046875,9878.0,9990.099609375,9990.099609375,9811770000
2000-03-24,10083.599609375,10176.7001953125,10036.599609375,10052.7001953125,10052.7001953125,7834340000
2000-03-27,10063.2998046875,10117.900390625,10036.099609375,10043.0,10043.0,7002680000
2000-03-28,10016.099609375,10016.099609375,9896.2001953125,9922.900390625,9922.900390625,8492470000
2000-03-29,9868.7001953125,9868.7001953125,9656.2998046875,9702.2001953125,9702.2001953125,9576450000
2000-03-30,9480.099609375,9565.5,9280.5,9394.0,9394.0,10425870000
2000-03-31,9535.099609375,9635.5,9390.599609375,9462.400390625,9462.400390625,9116820000
2000-04-03,9520.7001953125,9520.7001953125,9350.7998046875,9374.7001953125,9374.7001953125,8876360000
2000-04-04,9323.099609375,9354.099609375,8690.900390625,9141.7998046875,9141.7998046875,14563900000
2000-04-05,9075.0,9313.900390625,8988.599609375,9226.5,9226.5,10308610000
2000-04-06,9390.5,9491.2001953125,9363.599609375,9441.2998046875,9441.2998046875,9537280000
2000-04-07,9584.599609375,9640.099609375,9465.2001953125,9465.2001953125,9465.2001953125,9435030000
2000-04-10,9633.0,9633.0,9460.599609375,9460.900390625,9460.900390625,9846040000
